Blacksmith P 0 Shape1 Molten Steel into Standard Gem Socket using Anvil with a Hammer.
Blacksmith P 100 Shape 3 Molten Steel into Perfect Gem Socket using Anvil with a Hammer.
Blacksmith P 50 Shape 2 Molten Steel into Superior Gem Socket using Anvil with a Hammer.
Blades Making I 200 Combine Battle Axe Blade, Wooden Axe Handle, into 0 Battle Axe Kit using Smith Table (combine).
Blades Making I 200 Combine Standard Gem Socket, Platinum Steel Warhammer Assembly, into 1 Enchanted Platinum Steel Warhammer Assembly using Smith Table (combine).
Blades Making I 200 Combine Standard Gem Socket, Platinum Steel War Pick Assembly, into 1 Enchanted Platinum Steel War Pick Assembly using Smith Table (combine).
Blades Making I 200 Combine Standard Gem Socket, Reinforced Axe Kit, into 1 Enchanted Reinforced Axe Kit using Smith Table (combine).
Blades Making I 200 Combine Standard Gem Socket, Reinforced Battle Axe Kit, into 1 Enchanted Reinforced Battle Axe Kit using Smith Table (combine).
Blades Making I 200 Combine Standard Gem Socket, Sabre Kit, into 1 Enchanted Sabre Kit using Smith Table (combine).
Blades Making I 200 Combine Standard Gem Socket, Shortsword Kit, into 1 Enchanted Shortsword Kit using Smith Table (combine).
Blades Making I 200 Combine Standard Gem Socket, Small Battle Axe Kit, into 1 Enchanted Small Battle Axe Kit using Smith Table (combine).
Blades Making I 200 Combine Standard Gem Socket, Spiked Warhammer Assembly, into 1 Enchanted Spiked Warhammer Assembly using Smith Table (combine).
Blades Making I 200 Combine Standard Gem Socket, Steel Falchion Kit, into 1 Enchanted Steel Falchion Kit using Smith Table (combine).
Blades Making I 200 Combine Standard Gem Socket, Unbalanced Stonehammer Longbow, into 1 Enchanted Unbalanced Stonehammer Longbow using Smith Table (combine).
Blades Making I 200 Combine Standard Gem Socket, Unbalanced Stonehammer Shortbow, into 1 Enchanted Unbalanced Stonehammer Shortbow using Smith Table (combine).
Blades Making I 200 Combine Standard Gem Socket, Unbalanced Ynnwn Longbow, into 1 Enchanted Unbalanced Ynnwn Longbow using Smith Table (combine).
Blades Making I 200 Combine Standard Gem Socket, Unbalanced Ynnwn Shortbow, into 1 Enchanted Unbalanced Ynnwn Shortbow using Smith Table (combine).
Blades Making I 200 Combine Standard Gem Socket, War Club Assembly, into 1 Enchanted War Club Assembly using Smith Table (combine).
Blades Making I 200 Combine Standard Gem Socket, War Flanged Mace Assembly, into 1 Enchanted War Flanged Mace Assembly using Smith Table (combine).
Blades Making I 200 Combine Standard Gem Socket, Warhammer Assembly, into 1 Enchanted Warhammer Assembly using Smith Table (combine).
Blades Making I 200 Combine Standard Gem Socket, War Pick Assembly, into 1 Enchanted War Pick Assembly using Smith Table (combine).
Blades Making I 200 Combine Steel Falchion Blade, Sword Handle, into 0 Steel Falchion Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Battle Axe Kit, into 1 Sup. Enchanted Battle Axe Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Battle Hammer Assembly, into 1 Sup. Enchanted Battle Hammer Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Battle Pick Assembly, into 1 Sup. Enchanted Battle Pick Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Broadsword Kit, into 1 Sup. Enchanted Broadsword Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Claymore Kit, into 1 Sup. Enchanted Claymore Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Club Assembly, into 1 Sup. Enchanted Club Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Compound Bow Kit, into 1 Sup. Enchanted Compound Bow Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Dagger Kit, into 1 Sup. Enchanted Dagger Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Flail Mace Assembly, into 1 Sup. Enchanted Flail Mace Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Flanged Mace Assembly, into 1 Sup. Enchanted Flanged Mace Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Knife Kit, into 1 Sup. Enchanted Knife Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Longsword Kit, into 1 Sup. Enchanted Longsword Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Mace Assembly, into 1 Sup. Enchanted Mace Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Morning Star Assembly, into 1 Sup. Enchanted Morning Star Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Battle Axe Kit, into 1 Sup. Enchanted Platinum Steel Battle Axe Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Battle Hammer Assembly, into 1 Sup. Enchanted Platinum Steel Battle Hammer Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Battle Pick Assembly, into 1 Sup. Enchanted Platinum Steel Battle Pick Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Broadsword Kit, into 1 Sup. Enchanted Platinum Steel Broadsword Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Claymore Kit, into 1 Sup. Enchanted Platinum Steel Claymore Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Dagger Kit, into 1 Sup. Enchanted Platinum Steel Dagger Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Falchion Kit, into 1 Sup. Enchanted Platinum Steel Falchion Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Flanged Mace Assembly, into 1 Sup. Enchanted Platinum Steel Flanged Mace Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Knife Kit, into 1 Sup. Enchanted Platinum Steel Knife Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Longsword Kit, into 1 Sup. Enchanted Platinum Steel Longsword Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Mace Assembly, into 1 Sup. Enchanted Platinum Steel Mace Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Morning Star Assembly, into 1 Sup. Enchanted Platinum Steel Morning Star Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Reinforced Axe Kit, into 1 Sup. Enchanted Platinum Steel Reinforced Axe Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Reinforced Battle Axe Kit, into 1 Sup. Enchanted Platinum Steel Reinforced Battle Axe Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Sabre Kit, into 1 Sup. Enchanted Platinum Steel Sabre Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Shortsword Kit, into 1 Sup. Enchanted Platinum Steel Shortsword Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Small Battle Axe Kit, into 1 Sup. Enchanted Platinum Steel Small Battle Axe Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Spiked Warhammer Assembly, into 1 Sup. Enchanted Platinum Steel Spiked Warhammer Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel War Flanged Mace Assembly, into 1 Sup. Enchanted Platinum Steel War Flanged Mace Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel Warhammer Assembly, into 1 Sup. Enchanted Platinum Steel Warhammer Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Platinum Steel War Pick Assembly, into 1 Sup. Enchanted Platinum Steel War Pick Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Reinforced Axe Kit, into 1 Sup. Enchanted Reinforced Axe Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Reinforced Battle Axe Kit, into 1 Sup. Enchanted Reinforced Battle Axe Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Sabre Kit, into 1 Sup. Enchanted Sabre Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Shortsword Kit, into 1 Sup. Enchanted Shortsword Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Small Battle Axe Kit, into 1 Sup. Enchanted Small Battle Axe Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Spiked Warhammer Assembly, into 1 Sup. Enchanted Spiked Warhammer Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Steel Falchion Kit, into 1 Sup. Enchanted Steel Falchion Kit using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Unbalanced Stonehammer Longbow, into 1 Sup. Enchanted Unbalanced Stonehammer Longbow using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Unbalanced Stonehammer Shortbow, into 1 Sup. Enchanted Unbalanced Stonehammer Shortbow using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Unbalanced Ynnwn Longbow, into 1 Sup. Enchanted Unbalanced Ynnwn Longbow using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Unbalanced Ynnwn Shortbow, into 1 Sup. Enchanted Unbalanced Ynnwn Shortbow using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, War Club Assembly, into 1 Sup. Enchanted War Club Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, War Flanged Mace Assembly, into 1 Sup. Enchanted War Flanged Mace Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, Warhammer Assembly, into 1 Sup. Enchanted Warhammer Assembly using Smith Table (combine).
Blades Making I 200 Combine Superior Gem Socket, War Pick Assembly, into 1 Sup. Enchanted War Pick Assembly using Smith Table (combine).
Blades Making I 200 Combine Sword Handle, Platinum Steel Claymore Blade, into 0 Platinum Steel Claymore Kit using Smith Table (combine).
Blades Making I 200 Combine Sword Handle, Platinum Steel Falchion Blade, into 0 Platinum Steel Falchion Kit using Smith Table (combine).
Blades Making I 200 Combine Sword Handle, Platinum Steel Sabre Blade, into 0 Platinum Steel Sabre Kit using Smith Table (combine).
Blades Making I 200 Combine Sword Handle, Platinum Steel Shortsword Blade, into 0 Platinum Steel Shortsword Kit using Smith Table (combine).
Blades Making I 200 Combine Unstrung Ynnwn Longbow, Tendon String, into 0 Unbalanced Ynnwn Longbow using Smith Table (combine).
Blades Making I 200 Combine Unstrung Ynnwn Shortbow, Tendon String, into 0 Unbalanced Ynnwn Shortbow using Smith Table (combine).
Blades Making I 200 Combine Wooden Axe Handle, Platinum Steel Battle Axe Blade, into 0 Platinum Steel Battle Axe Kit using Smith Table (combine).
Blades Making I 200 Combine Wooden Axe Handle, Platinum Steel Reinforced Axe Blade, into 0 Platinum Steel Reinforced Axe Kit using Smith Table (combine).
Blades Making I 200 Combine Wooden Axe Handle, Platinum Steel Reinforced Battle Axe Blade, into 0 Platinum Steel Reinforced Battle Axe Kit using Smith Table (combine).
Blades Making I 200 Combine Wooden Axe Handle Shape, 4 Leather String, into 0 Wooden Axe Handle using Smith Table (combine).
Blades Making P 200 Set Enchanted Battle Axe Kit into Enchanted Battle Axe using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Battle Hammer Assembly into Enchanted Battle Hammer using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Battle Pick Assembly into Enchanted Battle Pick using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Broadsword Kit into Enchanted Broadsword using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Claymore Kit into Enchanted Claymore using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Club Assembly into Enchanted Club using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Compound Bow Kit into Enchanted Stonehammer Compound Bow using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Dagger Kit into Enchanted Dagger using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Flail Mace Assembly into Enchanted Flail Mace using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Flanged Mace Assembly into Enchanted Flanged Mace using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Knife Kit into Enchanted Knife using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Longsword Kit into Enchanted Longsword using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Mace Assembly into Enchanted Mace using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Morning Star Assembly into Enchanted Morning Star using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Platinum Steel Battle Axe Kit into Enchanted Platinum Steel Battle Axe using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Platinum Steel Battle Hammer Assembly into Enchanted Platinum Steel Battle Hammer using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Platinum Steel Battle Pick Assembly into Enchanted Platinum Steel Battle Pick using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Platinum Steel Broadsword Kit into Enchanted Platinum Steel Broadsword using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Platinum Steel Claymore Kit into Enchanted Platinum Steel Claymore using Smith Table with a Enchanted Ruby.
Blades Making P 200 Set Enchanted Platinum Steel Dagger Kit into Enchanted Platinum Steel Dagger using Smith Table with a Enchanted Ruby.
